Time,Solar MJ/m2,Wind m/s,Tair C,RH %
7/29/2014 15:00:00,1.643661,3.365,23.66,70.65
7/29/2014 16:00:00,0.9951146,2.646,23.21,72.32
7/29/2014 17:00:00,0.9545253,3.454,23.56,67.82
7/29/2014 18:00:00,1.061207,4.094,24.43,64.18
7/29/2014 19:00:00,0.4021867,4.367,23.73,68.52
7/29/2014 20:00:00,0.07802311,3.558,22.44,75.01
7/29/2014 21:00:00,-0.007312723,2.973,20.92,82
7/29/2014 22:00:00,-0.005239333,2.677,20.41,82
7/29/2014 23:00:00,-0.003161995,2.888,20.54,83.4
7/30/2014 0:00:00,-0.003838582,2.856,20.17,84.9
7/30/2014 1:00:00,-0.004191425,3.048,19.96,85.8
7/30/2014 2:00:00,-0.004603413,3.019,19.26,89.1
7/30/2014 3:00:00,-0.003790138,3.382,19.23,94.2
7/30/2014 4:00:00,-0.004624748,3.448,18.88,95.4
7/30/2014 5:00:00,-0.005106504,2.65,18.81,95.8
7/30/2014 6:00:00,-0.005202486,2.194,18.17,94.4
7/30/2014 7:00:00,0.04570997,1.767,18.51,93.6
7/30/2014 8:00:00,0.1960673,0.764,19.46,91.3
7/30/2014 9:00:00,0.9090104,2.602,20.9,84.2
7/30/2014 10:00:00,0.7736752,2.203,22.48,76.34
7/30/2014 11:00:00,2.452833,4.302,24.55,61.67
7/30/2014 12:00:00,3.190933,5.915,26.09,59.34
7/30/2014 13:00:00,3.31759,6.409,26.36,56.23
7/30/2014 14:00:00,3.216611,7.203,27.03,56.18
7/30/2014 15:00:00,2.91473,8.14,26.07,58.02
7/30/2014 16:00:00,1.492471,7.908,23.87,63.56
7/30/2014 17:00:00,1.005737,7.75,22.23,72.42
7/30/2014 18:00:00,0.5471969,7.321,21.05,76.42
7/30/2014 19:00:00,0.1421022,6.278,20.04,80.4
7/30/2014 20:00:00,0.0209353,5.352,18.82,82.3
7/30/2014 21:00:00,-0.004023843,4.787,18.09,89
7/30/2014 22:00:00,-0.002631866,4.164,17.1,93.9
7/30/2014 23:00:00,-0.002442858,3.987,17.06,94.1
7/31/2014 0:00:00,-0.001273768,3.81,16.89,93
7/31/2014 1:00:00,-0.001495757,3.584,16.52,92.4
7/31/2014 2:00:00,-0.001315454,3.37,16.37,91.8
7/31/2014 3:00:00,-0.003533414,2.866,15.97,94.5
7/31/2014 4:00:00,-0.005575978,2.94,15.34,96.3
7/31/2014 5:00:00,-0.006218828,1.765,14.2,98.6
7/31/2014 6:00:00,-0.0006708529,1.661,14.2,98.7
7/31/2014 7:00:00,0.1712205,1.907,13.68,97.9
7/31/2014 8:00:00,0.8722229,2.595,15.52,79.26
7/31/2014 9:00:00,1.662274,2.803,17.76,66.83
7/31/2014 10:00:00,2.35131,3.036,19.65,58.16
7/31/2014 11:00:00,2.70847,2.608,21.26,54.34
7/31/2014 12:00:00,3.332862,2.84,22.27,46.06
7/31/2014 13:00:00,3.207762,2.493,23.35,43.7
7/31/2014 14:00:00,3.113575,2.827,23.95,38.33
7/31/2014 15:00:00,3.212528,2.578,24.93,39.89
7/31/2014 16:00:00,2.845579,3.111,25.58,42.44
7/31/2014 17:00:00,2.222598,2.555,25.56,39.45
7/31/2014 18:00:00,1.433252,2.108,25.51,40.24
7/31/2014 19:00:00,0.5449388,1.832,24.4,47.33
7/31/2014 20:00:00,0.06500611,1.379,22.55,57.11
7/31/2014 21:00:00,-0.01085794,1.012,20.93,61.38
7/31/2014 22:00:00,-0.01009123,0.453,20.08,67.85
7/31/2014 23:00:00,-0.008550958,0.214,19.09,75.71
8/1/2014 0:00:00,-0.008913618,0.286,18.3,73.9
8/1/2014 1:00:00,-0.008666533,0.306,17.49,80.3
8/1/2014 2:00:00,-0.01017314,0.329,15.95,84.9
8/1/2014 3:00:00,-0.007518077,0.26,15.09,89.9
8/1/2014 4:00:00,-0.006658184,0.646,15.11,87.9
8/1/2014 5:00:00,-0.00180024,0.627,15.65,89.1
8/1/2014 6:00:00,-0.0001997119,1.08,16.07,82.9
8/1/2014 7:00:00,0.09279085,1.416,17.19,79.02
8/1/2014 8:00:00,0.3592976,1.844,18.64,68.84
8/1/2014 9:00:00,0.4669398,1.853,20.68,58.93
8/1/2014 10:00:00,0.9139087,2.981,22.11,54.37
8/1/2014 11:00:00,1.529881,2.79,23.53,41.27
8/1/2014 12:00:00,2.41933,2.126,25.26,37.55
8/1/2014 13:00:00,2.781104,2.041,26.22,38.33
8/1/2014 14:00:00,2.905385,1.471,26.76,38.26
8/1/2014 15:00:00,3.036713,1.798,27.53,35.32
8/1/2014 16:00:00,2.615196,2.309,27.83,29.38
8/1/2014 17:00:00,2.265905,2.319,28.06,30.99
8/1/2014 18:00:00,1.439332,2.331,27.42,35.13
8/1/2014 19:00:00,0.4327389,2.485,25.59,42
8/1/2014 20:00:00,0.07102769,1.41,23.28,54.77
8/1/2014 21:00:00,-0.01545793,0.766,19.8,64.67
8/1/2014 22:00:00,-0.01116578,0.899,17.95,70.71
8/1/2014 23:00:00,-0.01016072,1.128,16.58,77.17
8/2/2014 0:00:00,-0.008840464,1.414,15.73,73.86
